Store Name,Ownership Type,City,Country,Longitude,Latitude
Makuhari WBG,Joint Venture,Chiba,JP,140.04,35.65
Chiba Mihama,Joint Venture,Chiba,JP,140.09,35.63
AEON MALL Makuharishintoshin Family,Joint Venture,Chiba,JP,140.03,35.66
Chiba 1000 City Tower,Joint Venture,Chiba,JP,140.11,35.61
Wangan Makuhari Parking Area Down L,Joint Venture,Chiba,JP,140.03,35.66
Chiba Naganuma,Joint Venture,Chiba,JP,140.12,35.66
Wangan Makuhari Parking Area (Up la,Joint Venture,Chiba,JP,140.03,35.66
Chiba Oyumino,Joint Venture,Chiba,JP,140.16,35.55
Chiba Aurora Mall Junnu,Joint Venture,Chiba,JP,140.12,35.61
Shapo Funabashi,Company Owned,Funabashi,JP,139.99,35.7
LaLaport TOKYO-BAY NORTH,Joint Venture,Funabashi,JP,139.99,35.69
LaLaport TOKYO-BAY SOUTH,Joint Venture,Funabashi,JP,139.99,35.68
AEON MALL Funabashi,Joint Venture,Funabashi,JP,139.98,35.71
Nishifunabashi METROPIA,Joint Venture,Funabashi,JP,139.96,35.71
Tsudanuma PARCO,Joint Venture,Funabashi,JP,140.02,35.69
AEON MALL Futtsu,Joint Venture,Futtsu,JP,139.85,35.33
"Honda R D Co., Ltd. Automobile R D",Joint Venture,Haga-machi,JP,140.02,36.57
Ichihara,Joint Venture,Ichihara,JP,140.1,35.51
Ichikawa Nikke Colton Plaza (Closed,Joint Venture,Ichikawa,JP,139.94,35.72
Chiba New Town,Joint Venture,Inzai,JP,140.13,35.8
AEON MALL Chiba New Town,Joint Venture,Inzai,JP,140.11,35.8
Shinkamagaya,Joint Venture,Kamagaya,JP,140,35.77
Kashiwa Takashimaya Station Mall,Joint Venture,Kashiwa,JP,139.97,35.86
AEON MALL Kashiwa,Joint Venture,Kashiwa,JP,139.96,35.85
SEVENPARK ARIO KASHIWA,Company Owned,Kashiwa,JP,140.01,35.83
Kashiwa Takashimaya Station Mall 6F,Joint Venture,Kashiwa,JP,139.97,35.86
mallage Kashiwa,Joint Venture,Kashiwa,JP,139.97,35.88
MARUI Kashiwa VAT,Joint Venture,Kashiwa,JP,139.97,35.86
Katori Sawara,Company Owned,Katori,JP,140.49,35.9
Umihotaru Parking Area,Joint Venture,Kisarazu,JP,140.11,35.61
Mitsui Outlet Park Kisarazu,Joint Venture,Kisarazu,JP,139.94,35.44
AEON MALL Kisarazu,Joint Venture,Kisarazu,JP,139.91,35.37
Kisarazu,Joint Venture,Kisarazu,JP,139.96,35.38
PLARE-Matsudo,Company Owned,Matsudo,JP,139.9,35.78
atre Matsudo,Joint Venture,Matsudo,JP,139.9,35.78
Minami-Nagareyama,Joint Venture,Nagareama,JP,139.9,35.83
AEON MALL Nagoya Minato,Joint Venture,Nagoya,JP,136.86,35.1
mina Tsudanuma,Joint Venture,Narashino,JP,140.02,35.69
TSUTAYA Morisia Tsudanuma,Joint Venture,Narashino,JP,140.02,35.69
Narita Bon Belta,Joint Venture,Narita,JP,140.29,35.78
NRT - Narita Airport Terminal 2,Joint Venture,Narita,JP,140.39,35.77
AEON MALL Narita,Joint Venture,Narita,JP,140.32,35.8
Narita Airport Terminal 1(Dept. Lob,Joint Venture,Narita,JP,140.38,35.76
Narita Airport Terminal 1,Joint Venture,Narita,JP,140.38,35.77
Beisia Sakura,Joint Venture,Sakura,JP,140.22,35.71
SHISUI PREMIUM OUTLETS,Joint Venture,Shisui-machi,JP,140.29,35.72
Sisui Parking Area (Down Lane),Joint Venture,Shisui-machi,JP,140.29,35.71
Beisia Tomisato,Joint Venture,Tomisato,JP,140.31,35.75
Maihama IKSPIARI,Joint Venture,Urayasu,JP,139.88,35.64
Urayasu,Joint Venture,Urayasu,JP,139.89,35.67
atre Shinurayasu,Joint Venture,Urayasu,JP,139.91,35.65
AEON MALL Yachiyo Midorigaoka,Joint Venture,Yachiyo,JP,140.07,35.73
Fululu Garden Yachiyo,Joint Venture,Yachiyo,JP,140.12,35.72
Yotsukaido Ito Yokado,Joint Venture,Yotsukaido,JP,140.17,35.67
Musashisakai Ito Yokado,Joint Venture,2-3-6 Kyonancho,JP,139.54,35.7
LUMINE Kitasenju,Joint Venture,Adachi-ku,JP,139.8,35.75
Kitasenju Marui,Joint Venture,Adachi-ku,JP,139.8,35.75
Tobu Kita-senju Eki,Joint Venture,Adachi-ku,JP,139.81,35.75
Akishima MORI TOWN,Joint Venture,Akishima,JP,139.36,35.71
Juntendo University Hospital,Joint Venture,Bunkyo-ku,JP,139.76,35.7
Suidobashi Koraku Mori Bldg.,Joint Venture,Bunkyo-ku,JP,139.75,35.7
Tokyo Dome City LaQua,Joint Venture,Bunkyo-ku,JP,139.75,35.71
Hongo-todai-mae,Joint Venture,Bunkyo-ku,JP,139.76,35.71
Tokyo Dome City MEETS PORT,Joint Venture,Bunkyo-ku,JP,139.75,35.7
Tokyo Medical and Dental University,Joint Venture,Bunkyo-ku,JP,139.76,35.7
Faculty of Engineering The Universi,Joint Venture,Bunkyo-ku,JP,139.76,35.71
Otemachi Conference Center,Joint Venture,Chiyoda-ku,JP,139.76,35.69
Kojimachi,Joint Venture,Chiyoda-ku,JP,139.74,35.68
Shin Maru Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.68
Iidabashi Sakura Terrace,Joint Venture,Chiyoda-ku,JP,139.74,35.7
JR Yurakucho Eki Kyobashiguchi,Licensed,Chiyoda-ku,JP,139.76,35.67
Sanno Park Tower,Joint Venture,Chiyoda-ku,JP,139.74,35.67
JR Tokai Tokyo Eki Shinkansen Minam,Licensed,Chiyoda-ku,JP,139.77,35.68
JR Tokyo Eki Nihonbashiguchi,Joint Venture,Chiyoda-ku,JP,139.77,35.68
Iidabashi Sakura Terrace ANNEX,Company Owned,Chiyoda-ku,JP,139.74,35.7
Kanda-ogawamachi 2-chome,Joint Venture,Chiyoda-ku,JP,139.76,35.69
Kanda Eki-mae,Joint Venture,Chiyoda-ku,JP,139.77,35.69
Otemachi Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.69
Yurakucho Bldg. 1F,Joint Venture,Chiyoda-ku,JP,139.76,35.68
Akihabara Eki-mae,Joint Venture,Chiyoda-ku,JP,139.77,35.7
Awajicho Eki-mae,Joint Venture,Chiyoda-ku,JP,139.77,35.7
atre Akihabara 1,Joint Venture,Chiyoda-ku,JP,139.77,35.7
Ochanomizu Murata Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.7
Hibiya Chanter,Joint Venture,Chiyoda-ku,JP,139.76,35.67
NBF Hibiya Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.67
Tokyo Station City Sapia Tower,Joint Venture,Chiyoda-ku,JP,139.77,35.68
Kitanomaru Square,Joint Venture,Chiyoda-ku,JP,139.75,35.7
Ochanomizu Saint Clair,Company Owned,Chiyoda-ku,JP,139.76,35.7
Otemachi Financial City,Licensed,Chiyoda-ku,JP,139.77,35.69
KASUMI DINING,Joint Venture,Chiyoda-ku,JP,139.75,35.67
Shin-Otemachi,Joint Venture,Chiyoda-ku,JP,139.77,35.68
Marunouchi Mitsubishi Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.68
Iidabashi I-GARDEN TERRACE,Joint Venture,Chiyoda-ku,JP,139.75,35.7
Kudanshita,Joint Venture,Chiyoda-ku,JP,139.75,35.7
Akasaka Prudential Tower,Joint Venture,Chiyoda-ku,JP,139.74,35.68
Marunouchi Park Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.68
JR Tokyo Station Yaesukitaguchi,Licensed,Chiyoda-ku,JP,139.77,35.68
TSUTAYA Yurakucho MARUI,Licensed,Chiyoda-ku,JP,139.76,35.67
Jinbocho 1-chome,Joint Venture,Chiyoda-ku,JP,139.76,35.7
Ichigaya Eki-mae,Joint Venture,Chiyoda-ku,JP,139.74,35.69
Tokyo Garden Terrace Kioicho,Joint Venture,Chiyoda-ku,JP,139.74,35.68
Yurakucho Bldg. B1F,Joint Venture,Chiyoda-ku,JP,139.76,35.67
KDDI Otemachi Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.69
Hibiya City,Joint Venture,Chiyoda-ku,JP,139.75,35.67
Otemachi Tokyo Sankei Bldg.,Joint Venture,Chiyoda-ku,JP,139.77,35.69
Takebashi Palaceside,Joint Venture,Chiyoda-ku,JP,139.76,35.69
Marunouchi Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.68
Marunouchi Shin Tokyo Bldg.,Joint Venture,Chiyoda-ku,JP,139.76,35.68
Chofu PARCO,Joint Venture,Chofu,JP,139.54,35.65
Sengawa Eki-mae,Joint Venture,Chofu,JP,139.59,35.66
Tsukiji Eki-mae,Joint Venture,Chuo-ku,JP,139.77,35.67
Nihonbashi Suruga Bldg.,Joint Venture,Chuo-ku,JP,139.77,35.68
GINZA FIVE,Joint Venture,Chuo-ku,JP,139.76,35.67
Kayabacho,Joint Venture,Chuo-ku,JP,139.78,35.68
Kyobashi Eki-mae,Joint Venture,Chuo-ku,JP,139.77,35.68
Echika fit Ginza,Joint Venture,Chuo-ku,JP,139.76,35.67
Ningyocho,Joint Venture,Chuo-ku,JP,139.78,35.69
Ginza Marronnier-dori,Joint Venture,Chuo-ku,JP,139.77,35.67
Yaesu Sakura-dori,Joint Venture,Chuo-ku,JP,139.77,35.68
St. Luke's International Hospital,Joint Venture,Chuo-ku,JP,139.78,35.67
Nihonbashi-honcho,Joint Venture,Chuo-ku,JP,139.78,35.69
Tokyo Eki Yaesu Minamiguchi,Joint Venture,Chuo-ku,JP,139.77,35.68
Harumi Triton Square,Joint Venture,Chuo-ku,JP,139.78,35.66
Higashi-ginza,Joint Venture,Chuo-ku,JP,139.77,35.67
Ginza Matsuya-dori,Joint Venture,Chuo-ku,JP,139.77,35.67
Ginza Corridor-dori,Joint Venture,Chuo-ku,JP,139.76,35.67
Yaesu Chikagai,Joint Venture,Chuo-ku,JP,139.77,35.68
Shapo Koiwa,Company Owned,Edogawa-ku,JP,139.88,35.73
Fuchu Kururu,Joint Venture,Fuchu,JP,139.48,35.67
Fussa SEIYU,Joint Venture,Fussa,JP,139.33,35.74
frente Minami-Osawa,Joint Venture,Hachioji,JP,139.38,35.61
Motohachioji,Joint Venture,Hachioji,JP,139.29,35.67
Tama Yaen Kaido,Joint Venture,Hachioji,JP,139.4,35.63
Keio Hachioji Station Building,Company Owned,Hachioji,JP,139.34,35.66
Hachioji Tokyu Square,Joint Venture,Hachioji,JP,139.34,35.66
Southern Sky Tower Hachioji,Joint Venture,Hachioji,JP,139.34,35.65
CELEO Hachioji North,Joint Venture,Hachioji,JP,139.34,35.66
Hino Manganji,Joint Venture,Hino,JP,139.41,35.67
AEON MALL Tamadairanomori,Joint Venture,Hino,JP,139.38,35.66
AEON MALL Hinode,Joint Venture,Hinode-machi,JP,139.28,35.73
AEON MALL Hinode Public Court,Joint Venture,Hinode-machi,JP,139.27,35.73
Inagi Hiagshinaganuma,Company Owned,Inagi,JP,139.51,35.64
Tobu Narimasu Eki,Joint Venture,Itabashi-ku,JP,139.63,35.78
AEON Itabashi,Joint Venture,Itabashi-ku,JP,139.66,35.77
Nihon University Itabashi Hospital,Joint Venture,Itabashi-ku,JP,139.69,35.75
Kanamachi Eki Minamiguchi,Joint Venture,Katsushika-ku,JP,139.87,35.77
Ario Kameari,Joint Venture,Katsushika-ku,JP,139.85,35.77
BEANS Akabane,Joint Venture,Kita-ku,JP,139.72,35.78
Oji Eki-mae,Joint Venture,Kita-ku,JP,139.74,35.75
atre vie Tabata,Joint Venture,Kita-ku,JP,139.76,35.74
Kiyose Eki-mae,Joint Venture,Kiyose,JP,139.52,35.77
Nakayamate-dori 2-chome,Company Owned,Kobe,JP,135.19,34.7
nonowa Musashikoganei,Joint Venture,Koganei,JP,139.51,35.7
nonowa Higashikoganei,Company Owned,Koganei,JP,139.52,35.7
Kokubunji,Joint Venture,Kokubunji,JP,139.48,35.7
atre Kameido,Joint Venture,Koto-ku,JP,139.83,35.7
Toyosu Foresia,Joint Venture,Koto-ku,JP,139.79,35.66
Ario kitasuna,Joint Venture,Koto-ku,JP,139.83,35.68
Venus Fort Family,Joint Venture,Koto-ku,JP,139.78,35.63
Tokyo Big Sight,Company Owned,Koto-ku,JP,139.79,35.63
AEON Minamisuna,Joint Venture,Koto-ku,JP,139.84,35.67
LaLaport TOYOSU South Port 2F,Joint Venture,Koto-ku,JP,139.79,35.66
LaLaport TOYOSU Seaside Deck,Joint Venture,Koto-ku,JP,139.79,35.66
Venus Fort Grand,Joint Venture,Koto-ku,JP,139.78,35.63
Diver City Tokyo Plaza,Joint Venture,Koto-ku,JP,139.78,35.63
Kiba Ito Yokado,Joint Venture,Koto-ku,JP,139.8,35.67
Toyosu Center Bldg.,Joint Venture,Koto-ku,JP,139.8,35.66
Hewlett-Packard Japan Head Office,Licensed,Koto-ku,JP,139.82,35.67
Kunitachi,Joint Venture,Kunitachi,JP,139.45,35.7
Tamasakai,Joint Venture,Machida,JP,139.38,35.6
Poppo Machida,Joint Venture,Machida,JP,139.45,35.54
Minami Machida Grandberry Mall,Joint Venture,Machida,JP,139.47,35.51
Machida Kanamori,Joint Venture,Machida,JP,139.46,35.53
Machida PARIO,Joint Venture,Machida,JP,139.44,35.54
LUMINE Machida,Joint Venture,Machida,JP,139.45,35.54
Tsurukawa,Joint Venture,Machida,JP,139.48,35.58
MACHIDA TOKYU TWINS,Joint Venture,Machida,JP,139.45,35.54
Nakameguro Eki-mae,Joint Venture,Meguro-ku,JP,139.7,35.64
Jiyugaoka Eki-mae,Joint Venture,Meguro-ku,JP,139.67,35.61
Gakugei-daigaku Eki-mae,Joint Venture,Meguro-ku,JP,139.68,35.63
Nakameguro Yamate-dori,Joint Venture,Meguro-ku,JP,139.7,35.65
Jiyugaoka,Joint Venture,Meguro-ku,JP,139.67,35.61
Meguro Gonnosuke-zaka,Joint Venture,Meguro-ku,JP,139.71,35.63
AEON STYLE Himonya,Company Owned,Meguro-ku,JP,139.68,35.62
Tamachi Eki Nishiguchi,Joint Venture,Minato-ku,JP,139.75,35.65
Aoyama Gaien-nishi-dori,Joint Venture,Minato-ku,JP,139.72,35.67
FOUR SEEDS Tameike Sanno Bldg.,Joint Venture,Minato-ku,JP,139.74,35.67
Pedi Shiodome,Joint Venture,Minato-ku,JP,139.76,35.66
Minamiaoyama Kotto-dori,Joint Venture,Minato-ku,JP,139.71,35.66
SHINAGAWA INTERCITY,Joint Venture,Minato-ku,JP,139.74,35.63
Minamiaoyama 2-chome,Joint Venture,Minato-ku,JP,139.72,35.67
Atago Green Hills,Joint Venture,Minato-ku,JP,139.75,35.66
Yurikamome Shinbashi Eki,Joint Venture,Minato-ku,JP,139.76,35.67
Hamamatsucho Toshiba Bldg.,Joint Venture,Minato-ku,JP,139.76,35.65
AQUA CiTY Odaiba,Joint Venture,Minato-ku,JP,139.77,35.63
Akasaka Biz Tower,Joint Venture,Minato-ku,JP,139.74,35.67
JR Tokai Shinagawa Eki Rachinai,Licensed,Minato-ku,JP,139.74,35.63
caretta SHIODOME,Joint Venture,Minato-ku,JP,139.76,35.66
Roppongi Hills WEST WALK,Joint Venture,Minato-ku,JP,139.73,35.66
Akasaka-mitsuke,Joint Venture,Minato-ku,JP,139.74,35.68
Shiodome City Center,Joint Venture,Minato-ku,JP,139.76,35.67
JR Tokai Shinagawa Eki,Joint Venture,Minato-ku,JP,139.74,35.63
Shirokane Takanawa,Joint Venture,Minato-ku,JP,139.73,35.64
Shinbashi Eki-mae,Joint Venture,Minato-ku,JP,139.76,35.67
TSUTAYA TOKYO ROPPONGI,Licensed,Minato-ku,JP,139.73,35.66
Toranomon Eki-mae,Joint Venture,Minato-ku,JP,139.75,35.67
Shiroyama Garden,Joint Venture,Minato-ku,JP,139.74,35.66
NEC Head Office Bldg.,Joint Venture,Minato-ku,JP,134.98,34.82
Shiba-daimon,Joint Venture,Minato-ku,JP,139.75,35.66
Roppongi Hills METRO HAT/HOLLYWOOD,Joint Venture,Minato-ku,JP,139.73,35.66
Jikei University Hospital,Joint Venture,Minato-ku,JP,139.75,35.66
TSUTAYA Shinbashi,Licensed,Minato-ku,JP,139.76,35.66
Ark Hills South Tower,Joint Venture,Minato-ku,JP,139.74,35.67
TSUTAYA Kamiyacho eki-mae,Licensed,Minato-ku,JP,139.74,35.66
Azabujuban,Joint Venture,Minato-ku,JP,139.74,35.66
Toranomon 2-chome Tower,Joint Venture,Minato-ku,JP,139.75,35.67
Roppongi Hills WEST WALK Lounge,Joint Venture,Minato-ku,JP,139.73,35.66
Ark Hills,Joint Venture,Minato-ku,JP,139.74,35.67
AXES Omotesando,Joint Venture,Minato-ku,JP,139.71,35.66
Aoyama Kotto-dori,Joint Venture,Minato-ku,JP,139.71,35.66
Roppongi 7-chome,Joint Venture,Minato-ku,JP,139.73,35.66
Akasaka Tameike Tower,Joint Venture,Minato-ku,JP,139.74,35.67
atrevie mitaka,Joint Venture,Mitaka,JP,139.56,35.7
Mitaka Musashisakai-dori,Joint Venture,Mitaka,JP,139.55,35.69
Kyorin University Hospital,Joint Venture,Mitaka,JP,139.57,35.68
The Mall Mizuho 16,Joint Venture,Mizuho-cho,JP,139.35,35.78
Musashimurayama Shinome-kaido,Company Owned,Musashimurayama,JP,139.39,35.75
AEON MALL Musashimurayama,Joint Venture,Musashimurayama,JP,139.38,35.75
Kichijoji Tokyu,Joint Venture,Musashino,JP,139.58,35.71
Kirarina Keio Kichijoji,Joint Venture,Musashino,JP,139.58,35.7
Kichijoji Eki-mae,Joint Venture,Musashino,JP,139.58,35.7
Inokashira Park,Joint Venture,Musashino,JP,139.58,35.7
Nakano-dori,Joint Venture,Nakano-ku,JP,139.67,35.71
Toshimaen Eki-mae,Joint Venture,Nerima-ku,JP,139.65,35.74
Oizumi Gakuen Yumeria Fente,Joint Venture,Nerima-ku,JP,139.59,35.75
Cainz Home Ome,Joint Venture,Ome,JP,139.32,35.79
Denenchofu TOKYU SQUARE  garden-sit,Joint Venture,Ota-ku,JP,139.67,35.6
atre Omori,Joint Venture,Ota-ku,JP,139.73,35.59
Haneda Airport South Pier Gate,Licensed,Ota-ku,JP,139.79,35.55
Haneda Airport Terminal 1 Market Pl,Joint Venture,Ota-ku,JP,139.78,35.55
Haneda Airport North Pier Gate,Licensed,Ota-ku,JP,139.79,35.55
GRANDUO Kamata,Joint Venture,Ota-ku,JP,139.72,35.56
Okusawa 2-chome,Joint Venture,Setabaya-ku,JP,139.67,35.61
Daizawa 5-chome,Joint Venture,Setagaya-ku,JP,139.67,35.66
Tamagawa 3-chome,Joint Venture,Setagaya-ku,JP,139.62,35.62
Futakotamagawa Park,Joint Venture,Setagaya-ku,JP,139.63,35.61
Ikejiri 2-chome,Joint Venture,Setagaya-ku,JP,139.68,35.65
Futakotamagawa TSUTAYA ELECTRICS,Licensed,Setagaya-ku,JP,139.63,35.61
Roka Koen,Joint Venture,Setagaya-ku,JP,139.61,35.67
Komazawa 1-chome,Company Owned,Setagaya-ku,JP,139.66,35.63
TSUTAYA Bajikoen,Licensed,Setagaya-ku,JP,139.63,35.64
Shimokitazawa,Joint Venture,Setagaya-ku,JP,139.67,35.66
Meidai-mae,Joint Venture,Setagaya-ku,JP,139.65,35.67
Youga,Joint Venture,Setagaya-ku,JP,139.63,35.63
Setagaya Business Square,Joint Venture,Setagaya-ku,JP,139.63,35.63
Futakotamagawa Rise Dogwood Plaza,Joint Venture,Setagaya-ku,JP,139.63,35.61
Seijo,Joint Venture,Setagaya-ku,JP,139.6,35.64
Tamagawa Takashimaya S.C,Joint Venture,Setagaya-ku,JP,139.63,35.61
Sangenjaya,Joint Venture,Setagaya-ku,JP,139.67,35.64
Harajuku,Joint Venture,Shibuya,JP,139.71,35.67
Shibuya Bunkamura-dori,Joint Venture,Shibuya-ku,JP,139.7,35.66
Omotesando Jingumae 4-chome,Joint Venture,Shibuya-ku,JP,139.71,35.67
atre Ebisu (2F),Joint Venture,Shibuya-ku,JP,139.71,35.65
Shibuya Koen-dori,Joint Venture,Shibuya-ku,JP,139.7,35.66
Daikanyama TSUTAYA BOOKS,Licensed,Shibuya-ku,JP,139.7,35.65
Hatsudai 1-chome,Company Owned,Shibuya-ku,JP,139.69,35.68
Ebisu Union Bldg.,Joint Venture,Shibuya-ku,JP,139.71,35.65
Shibuya Modi,Company Owned,Shibuya-ku,JP,139.7,35.66
Kitasando,Joint Venture,Shibuya-ku,JP,139.71,35.68
Shibuya Fire Street,Joint Venture,Shibuya-ku,JP,139.7,35.66
Tokyu Plaza Omotesando Harajuku,Joint Venture,Shibuya-ku,JP,139.71,35.67
Shinjuku Southern Terrace,Joint Venture,Shibuya-ku,JP,139.7,35.69
Jingumae 6-chome,Joint Venture,Shibuya-ku,JP,139.7,35.67
Tokyo Metropolitan Hiroo Hospital,Company Owned,Shibuya-ku,JP,139.72,35.65
Hiroo,Joint Venture,Shibuya-ku,JP,139.72,35.65
SHIBUYA TSUTAYA,Licensed,Shibuya-ku,JP,139.7,35.66
Shinjuku Minamiguchi,Joint Venture,Shibuya-ku,JP,139.7,35.69
Meijijingumae METROPIA,Joint Venture,Shibuya-ku,JP,139.7,35.67
Shibuya Cross Tower,Joint Venture,Shibuya-ku,JP,139.71,35.66
Omotesando B-SIDE Bldg.,Joint Venture,Shibuya-ku,JP,139.71,35.67
Acorde Yoyogiuehara,Joint Venture,Shibuya-ku,JP,139.68,35.67
Yoyogi,Joint Venture,Shibuya-ku,JP,139.7,35.68
atre Ebisu (5F),Joint Venture,Shibuya-ku,JP,139.71,35.65
Yebisu Garden Place,Joint Venture,Shibuya-ku,JP,139.71,35.64
Shinjuku MAYNDS Tower,Joint Venture,Shibuya-ku,JP,139.7,35.69
Ebisu First Square,Joint Venture,Shibuya-ku,JP,139.71,35.65
Shibuya 3-chome,Joint Venture,Shibuya-ku,JP,139.71,35.66
Shibuya Mark City,Joint Venture,Shibuya-ku,JP,139.7,35.66
TSUTAYA Osaki Eki-mae,Licensed,Shinagawa-ku,JP,139.73,35.62
Tokyo Kyuko Oimachi Eki,Joint Venture,Shinagawa-ku,JP,139.73,35.61
Nishigotanda,Joint Venture,Shinagawa-ku,JP,139.72,35.62
OSAKI BRIGHT TOWER,Joint Venture,Shinagawa-ku,JP,139.73,35.62
Gate City Osaki,Joint Venture,Shinagawa-ku,JP,139.73,35.62
Atre Meguro1,Joint Venture,Shinagawa-ku,JP,139.72,35.63
Meguro,Joint Venture,Shinagawa-ku,JP,139.71,35.63
Hankyu Oimachi Garden,Joint Venture,Shinagawa-ku,JP,139.73,35.61
Tennozu,Joint Venture,Shinagawa-ku,JP,139.75,35.62
remy gotanda,Joint Venture,Shinagawa-ku,JP,139.72,35.63
LUMINE EST Shinjuku,Joint Venture,Shinjuku,JP,139.7,35.69
Kagurazakashita,Joint Venture,Shinjuku,JP,139.74,35.7
Boeisho (Ministry of Defense),Joint Venture,Shinjuku,JP,129.86,32.76
Shinjuku Nomura Bldg.,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Odakyu Shinjuku,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Keio University Hospital,Joint Venture,Shinjuku-ku,JP,139.72,35.68
Shinjuku Subnade,Joint Venture,Shinjuku-ku,JP,139.7,35.69
atre Yotsuya,Joint Venture,Shinjuku-ku,JP,139.73,35.69
Iidabashi METROPIA,Joint Venture,Shinjuku-ku,JP,139.74,35.7
Seibu Takadanobaba Eki,Joint Venture,Shinjuku-ku,JP,139.7,35.71
Nishishinjuku Mitsui Bldg.,Joint Venture,Shinjuku-ku,JP,139.69,35.7
Shinjuku L Tower,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Shinjuku 3-chome,Joint Venture,Shinjuku-ku,JP,139.71,35.69
Takadanobaba Waseda-dori,Joint Venture,Shinjuku-ku,JP,139.71,35.71
Yotsuya 3-chome,Joint Venture,Shinjuku-ku,JP,139.72,35.69
SHINJUKU  MYLORD,Company Owned,Shinjuku-ku,JP,139.7,35.69
Shinjuku Mitsui Bldg.,Joint Venture,Shinjuku-ku,JP,139.69,35.69
Iidabashi Karukozaka,Joint Venture,Shinjuku-ku,JP,139.74,35.7
Shinjuku Nishiguchi,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Shinjuku Marui Honkan 8F,Joint Venture,Shinjuku-ku,JP,139.7,35.69
LUMINE Shinjuku,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Shinjuku Green Tower Bldg.,Joint Venture,Shinjuku-ku,JP,139.69,35.69
Shinjuku Daian Bldg.,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Shinjuku Shinminamiguchi,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Shinjuku TSUTAYA,Licensed,Shinjuku-ku,JP,139.7,35.69
Shinjuku Marui Honkan 2F,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Seibu Shinjuku PePe,Joint Venture,Shinjuku-ku,JP,139.7,35.69
Asagaya Eki-mae,Joint Venture,Suginami-ku,JP,139.64,35.7
LUMINE Ogikubo,Joint Venture,Suginami-ku,JP,139.62,35.7
TSUTAYA Hamadayama,Joint Venture,Suginami-ku,JP,139.63,35.69
TOKYO SKY TREE  Soramachi Nishi 1F,Joint Venture,Sumida-ku,JP,139.81,35.71
Kinshicho TERMINA 2,Joint Venture,Sumida-ku,JP,139.81,35.7
Kinshicho MARUI,Joint Venture,Sumida-ku,JP,139.81,35.7
TOKYO SKY TREE  Soramachi Higashi 6,Joint Venture,Sumida-ku,JP,139.81,35.71
GRANDUO Tachikawa,Company Owned,Tachikawa,JP,139.41,35.7
LUMINE Tachikawa,Joint Venture,Tachikawa,JP,139.41,35.7
Tachikawa Wakaba,Joint Venture,Tachikawa,JP,139.44,35.72
ecute Tachikawa,Company Owned,Tachikawa,JP,139.41,35.7
LaLaport TACHIKAWATACHIHI,Joint Venture,Tachikawa,JP,139.42,35.71
Tachikawa ISETAN,Joint Venture,Tachikawa,JP,139.41,35.7
Ueno Onshi Park,Joint Venture,Taito-ku,JP,139.77,35.72
atre Ueno,Joint Venture,Taito-ku,JP,139.78,35.71
Okachimachi Kasuga-dori,Joint Venture,Taito-ku,JP,139.78,35.71
Ueno MARUI,Joint Venture,Taito-ku,JP,139.78,35.71
Asakusa Kaminarimon-dori,Joint Venture,Taito-ku,JP,139.79,35.71
Asakusa Eki-mae,Joint Venture,Taito-ku,JP,139.8,35.71
Tama Center Mitsukoshi,Joint Venture,Tama,JP,139.43,35.62
Seiseki-sakuragaoka OPA,Joint Venture,Tama,JP,139.45,35.65
Nakameguro TSUTAYA BOOKS,Company Owned,Tokyo,JP,139.7,35.65
Kyobashi Edogrand,Company Owned,Tokyo,JP,139.77,35.68
Ikebukuro Shopping Park,Joint Venture,Toshima-ku,JP,139.71,35.73
Echika Ikebukuro,Joint Venture,Toshima-ku,JP,139.71,35.73
Ikebukuro Meiji-dori,Joint Venture,Toshima-ku,JP,139.71,35.73
atre vie Otsuka,Joint Venture,Toshima-ku,JP,139.73,35.73
Minamiikebukuro,Joint Venture,Toshima-ku,JP,139.71,35.73
Tobu Ikebukuro,Joint Venture,Toshima-ku,JP,139.71,35.73
Ikebukuro nishiguchi,Joint Venture,Toshima-ku,JP,139.71,35.73
Otsuka Eki-mae,Joint Venture,Toshima-ku,JP,139.4,36.29
Ikebukuro Sunshine-dori,Joint Venture,Toshima-ku,JP,139.72,35.73
LUMINE Ikebukuro,Joint Venture,Toshima-ku,JP,139.71,35.73
Ikebukuro Sunshine City alpa,Joint Venture,Toshima-ku,JP,139.72,35.73
LUMINE Fujisawa,Joint Venture,438-1 Fujisawa,JP,139.49,35.34
Nissan Technical Center V1 Bldg.,Joint Venture,Atsugi,JP,139.32,35.42
Hon-atsugi,Joint Venture,Atsugi,JP,139.36,35.44
